titulo,url,preco,tipo,bairro,cidade,estado,cep,quartos,banheiros,garagens,area_m2,descricao,imagens
"Apartamento com 2 Quartos + Varanda Gourmet, Todo Projetado, à 300m do Mar de Tambaú",https://pb.olx.com.br/paraiba/imoveis/apartamento-com-2-quartos-varanda-gourmet-todo-projetado-a-300m-do-mar-de-tambau-1484727534,870000.0,Apartamento,,João Pessoa,PB,58039-130,2.0,,1.0,61.7,"Código do anúncio: AP1624 Excelente oportunidade! Apartamento à venda em Tambaú, João Pessoa, a apenas 300 metros da praia, totalmente mobiliado (porteira fechada). Características do Imóvel: Área privativa de 61,70 m² Localizado no 5º andar, posição sudoeste 2 quartos, sendo 1 suíte Varanda gourmet 1 vaga de garagem Condomínio: R$ 600,00 Infraestrutura do Prédio: Piscina Churrasqueira Academia Coworking Lavanderia Este imóvel oferece conforto e comodidade em uma das melhores localizações de João Pessoa. A varanda gourmet é perfeita para momentos de lazer, e a proximidade com a praia proporciona uma qualidade de vida incomparável. Para mais informações ou agendar uma visita, entre em contato. Enleve Negócios Imobiliários Creci-PB 982-J www.enleveimob.com.br -",https://img.olx.com.br/images/95/958658868396329.jpg | https://img.olx.com.br/images/98/984608387850522.jpg | https://img.olx.com.br/images/96/969635741897050.jpg | https://img.olx.com.br/images/99/997615508247089.jpg | https://img.olx.com.br/images/98/987662629777074.jpg | https://img.olx.com.br/images/95/959675260023238.jpg | https://img.olx.com.br/images/96/963618509315607.jpg | https://img.olx.com.br/images/96/968662148275617.jpg | https://img.olx.com.br/images/96/967658264616498.jpg | https://img.olx.com.br/images/95/956681746360760.jpg | https://img.olx.com.br/images/96/967607142931060.jpg | https://img.olx.com.br/images/97/972609507248818.jpg | https://img.olx.com.br/images/96/966684501699642.jpg | https://img.olx.com.br/images/96/961696742459789.jpg | https://img.olx.com.br/images/97/971659740718942.jpg | https://img.olx.com.br/images/95/956676503618952.jpg
Apartamento projetado com 02 quartos em Tambaú,https://pb.olx.com.br/paraiba/imoveis/apartamento-projetado-com-02-quartos-em-tambau-1484727535,669000.0,Apartamento,,João Pessoa,PB,58039-210,2.0,,2.0,47.0,"Código do anúncio: AP1625 Em uma ótima localização no bairro de Tambaú, esse empreendimento de luxo possui um projeto de tirar o fôlego com áreas de lazer charmosas e um apartamento prático para o seu dia a dia! 47m² de área total Posição Nascente 02 quartos, sendo uma suíte Sala Cozinha Área de Serviço WC Social 02 vagas de garagem privativa Valor do condomínio - R$ 800,00 O empreendimento conta com: Piscina Ofurô Sala de massagem Salão de Festas 02 Espaço Gourmet no mezanino Espaço Gourmet no rooftop Salão de jogos Playground Quadra Brinquedoteca Academia no rooftop Portaria 24h | Blindada 03 Elevadores Gostou? Fale com um dos nossos corretores para saber mais sobre o empreendimento!  - WhatsApp Enleve Negócios Imobiliários Creci-PB 982-J www.enleveimob.com.br -",https://img.olx.com.br/images/99/997619383530352.jpg | https://img.olx.com.br/images/97/977625263753400.jpg | https://img.olx.com.br/images/99/997652740187048.jpg | https://img.olx.com.br/images/99/995603509295307.jpg | https://img.olx.com.br/images/98/989636869017297.jpg | https://img.olx.com.br/images/98/985694624145990.jpg | https://img.olx.com.br/images/97/979680624984080.jpg | https://img.olx.com.br/images/97/975625505111132.jpg | https://img.olx.com.br/images/97/979603509580543.jpg | https://img.olx.com.br/images/96/968602502721281.jpg | https://img.olx.com.br/images/11/116648505149537.jpg | https://img.olx.com.br/images/99/997632629132321.jpg | https://img.olx.com.br/images/96/964629149797825.jpg | https://img.olx.com.br/images/95/956612262785519.jpg | https://img.olx.com.br/images/10/102670621687039.jpg | https://img.olx.com.br/images/10/105649146284089.jpg | https://img.olx.com.br/images/99/992607629001832.jpg | https://img.olx.com.br/images/96/965670140628035.jpg | https://img.olx.com.br/images/98/989631021667488.jpg | https://img.olx.com.br/images/11/116669028025664.jpg
Apartamento com 03 suítes à apenas 250m do mar no Jardim Oceania,https://pb.olx.com.br/paraiba/imoveis/apartamento-com-03-suites-a-apenas-250m-do-mar-no-jardim-oceania-1484727536,1240000.0,Apartamento,,João Pessoa,PB,58037-305,3.0,,2.0,131.3,"Código do anúncio: AP1623 Em uma excelente localização no Jardim Oceania, a apenas 250m do mar e próximo a diversos para o seu dia a dia - como escolas, mercados, farmácias e supermercados. 131,3m² 03 suítes Cozinha + Área de Serviço DCE Varanda Salas Amplas Valor do condomínio - R$ 700,00 02 vagas de garagem O condomínio oferece uma área de lazer completa, ideal para quem busca qualidade de vida sem sair de casa: Piscina Espaço gourmet Salão de festas Academia equipada Brinquedoteca Cinema Gostou? Fale com um dos nossos corretores para saber mais sobre o empreendimento!  - WhatsApp Enleve Negócios Imobiliários Creci-PB 982-J www.enleveimob.com.br -",https://img.olx.com.br/images/99/995673146115320.jpg | https://img.olx.com.br/images/98/989689625392217.jpg | https://img.olx.com.br/images/97/979647266839744.jpg | https://img.olx.com.br/images/99/994692265758687.jpg | https://img.olx.com.br/images/12/129655502960326.jpg | https://img.olx.com.br/images/11/112633740170324.jpg
"Apartamento de 74m2 com 2 Quartos, Móveis Projetados, à 100m do Mar",https://pb.olx.com.br/paraiba/imoveis/apartamento-de-74m2-com-2-quartos-moveis-projetados-a-100m-do-mar-1484727523,790000.0,Apartamento,,Cabedelo,PB,58102-236,2.0,,1.0,74.0,"Código do anúncio: AP1621 Apartamento na avenida OCEANO PACÍFICO mais cobiçada de Intermares: - Piso porcelanato polido poça de água - Móveis projetados no apartamento inteiro que custaram mais de 100.000 reais - Banheiros suite e social com Box esquadria luxo, pedras travertino, acabamento 1 - Quartos climatizados com ar condicionados 12 mil Btu NOVOS - Posição: SUL NASCENTE - Apartamento 74m2 - Vista mar de TODOS OS CÔMODOS - Taxa de condomínio 521,00 - Empreendimento portaria 24H - 2 elevadores - 1 vaga de garagem coberta no subsolo - Área de laser completa e moderna com vista mar completa - Piscina Moderna - salão de festa completo - Área kids - empreendimento com menos de 10 anos de construção - quitado - Aceita financiamento Agende sua Visita: Enleve Negócios Imobiliários Creci-PB 982-J www.enleveimob.com.br -",https://img.olx.com.br/images/68/688654265411519.jpg | https://img.olx.com.br/images/67/679661743700998.jpg | https://img.olx.com.br/images/68/681676262938724.jpg | https://img.olx.com.br/images/69/694684505366242.jpg | https://img.olx.com.br/images/68/684696747056120.jpg | https://img.olx.com.br/images/67/673610861142335.jpg | https://img.olx.com.br/images/69/690657623539134.jpg | https://img.olx.com.br/images/69/697677266794955.jpg | https://img.olx.com.br/images/68/689679145030724.jpg | https://img.olx.com.br/images/69/697614503112405.jpg | https://img.olx.com.br/images/68/683686144995523.jpg | https://img.olx.com.br/images/68/681693260640406.jpg | https://img.olx.com.br/images/68/680647627324077.jpg | https://img.olx.com.br/images/68/689628620721634.jpg | https://img.olx.com.br/images/67/675652146836328.jpg | https://img.olx.com.br/images/67/672638742880948.jpg
Apartamento com 02 quartos à 50m da Praia de Intermares,https://pb.olx.com.br/paraiba/imoveis/apartamento-com-02-quartos-a-50m-da-praia-de-intermares-1484727518,649000.0,Apartamento,,Cabedelo,PB,58102-310,2.0,,1.0,68.0,"Código do anúncio: AP1622 Em uma excelente localização na Praia de Intermares, a apenas 50m do mar e próximo a avenina Mar Vermelho - a principal do bairro. 68m² 02 quartos, sendo uma suíte Salas WC Social Cozinha + Área de Serviço 01 vaga de garagem privativa Valor do condomínio - R$ 400,00 O condomínio conta com: Piscina com deck Espaço Gourmet Bicicletário Gostou? Agende uma visita agora mesmo para conhecer mais detalhes deste incrível empreendimento!  - WhatsApp Enleve Negócios Imobiliários Creci-PB 982-J www.enleveimob.com.br -",https://img.olx.com.br/images/55/550659624129669.jpg | https://img.olx.com.br/images/55/557665266985619.jpg | https://img.olx.com.br/images/54/542673620749466.jpg | https://img.olx.com.br/images/54/542626506740438.jpg | https://img.olx.com.br/images/54/547674262250404.jpg | https://img.olx.com.br/images/55/559694867598814.jpg | https://img.olx.com.br/images/55/556609267895905.jpg | https://img.olx.com.br/images/55/550648628642588.jpg | https://img.olx.com.br/images/55/552664503002878.jpg
Clau / prédio com 4 apartamentos no João Paulo,https://pb.olx.com.br/paraiba/imoveis/clau-predio-com-4-apartamentos-no-joao-paulo-1484726776,186000.0,Apartamento,,João Pessoa,PB,58076-669,2.0,,,,Código do anúncio: Clau /Joao Paulo ll Apartamento no João Paulo ll Com:   Sala para dois ambientes;  Cozinha;  2 Quartos sendo uma suíte;  Wc social   Área de serviço;  unidade com varanda;  Unidade térreo;  Vaga de Garagem. A partir R$ 189 mil   Para mais informações  Claudenice Aprigio  Corretora de imóveis  Creci 11950,https://img.olx.com.br/images/50/502668629853890.jpg | https://img.olx.com.br/images/50/503644389038572.jpg | https://img.olx.com.br/images/50/506608381022375.jpg | https://img.olx.com.br/images/50/507693144548560.jpg | https://img.olx.com.br/images/50/509638388868159.jpg | https://img.olx.com.br/images/50/506625501661619.jpg | https://img.olx.com.br/images/50/506671746649527.jpg | https://img.olx.com.br/images/51/514671747150153.jpg | https://img.olx.com.br/images/50/505623504656503.jpg
"Flat com 1 dormitório à venda, 20 m² por R$ 325.000,00 - Bessa - João Pessoa/PB",https://pb.olx.com.br/paraiba/imoveis/flat-com-1-dormitorio-a-venda-20-m-por-r-325-000-00-bessa-joao-pessoa-pb-1484726438,325000.0,Imóvel,,João Pessoa,PB,58035-070,1.0,,24.0,20.0,"Código do anúncio: FL0098 FLAT no Bessa A 290m. da praia do Bessa 20,79 NASCENTE 11 Pavimentos, 164 Studios Com Varanda. 07 Studios Garden. 22 Itens De Lazer E Bem-Estar. Subsolo Bicicletário Gerador Reservatórios 24 Vagas De Garagem Térreo Mini Market Restaurante Loja Unidades Garden Pet Place Lavanderia Coworking Administração Espaço Delivery Lazer Com: Academia Espaço Wine Rooftop Com Piscina E Área Gourmet Entrega Prevista Para Novembro/2028. Este Anúncio Está Sujeito A Alteração Sem Aviso Prévio. Saiba Como Nossa Equipe Pode Atender Todas Suas Necessidades No Mercado De Imóveis. Nadja Kelly Negócios Imobiliários CRECI 7920 -",https://img.olx.com.br/images/21/214606269730172.jpg | https://img.olx.com.br/images/13/131611387866908.jpg | https://img.olx.com.br/images/94/942662389799765.jpg | https://img.olx.com.br/images/12/122683629678474.jpg | https://img.olx.com.br/images/27/279697263954000.jpg | https://img.olx.com.br/images/86/867623502971301.jpg | https://img.olx.com.br/images/93/935687380945914.jpg | https://img.olx.com.br/images/32/321626864905883.jpg | https://img.olx.com.br/images/89/890687866557941.jpg | https://img.olx.com.br/images/95/954604626174106.jpg | https://img.olx.com.br/images/16/165670265120743.jpg | https://img.olx.com.br/images/81/811695866931913.jpg | https://img.olx.com.br/images/17/172667385223711.jpg | https://img.olx.com.br/images/31/317658743712806.jpg | https://img.olx.com.br/images/80/804670746525800.jpg | https://img.olx.com.br/images/12/125698147777727.jpg | https://img.olx.com.br/images/12/120612508863532.jpg | https://img.olx.com.br/images/26/267624387909675.jpg | https://img.olx.com.br/images/83/837668024851969.jpg | https://img.olx.com.br/images/85/853679263596046.jpg
"Apartamento com 3 dormitórios para alugar, 90 m² por R$ 4.000,00/mês - Aeroclube - João Pe",https://pb.olx.com.br/paraiba/imoveis/apartamento-com-3-dormitorios-para-alugar-90-m-por-r-4-000-00-mes-aeroclube-joao-pe-1484726187,3500.0,Apartamento,"João Pessoa, Aeroclube11 de mar, 02:55",,,,3.0,,,90.0,,
Apartamento mobiliado para locação em Brisamar - 1 quarto | Área de lazer completa,https://pb.olx.com.br/paraiba/imoveis/apartamento-mobiliado-para-locacao-em-brisamar-1-quarto-area-de-lazer-completa-1484722934,3700.0,Apartamento,"João Pessoa, Brisamar11 de mar, 01:51",,,,1.0,,,145.0,,
Casa no Alpha Ville Paraíba,https://pb.olx.com.br/paraiba/imoveis/casa-no-alpha-ville-paraiba-1484722592,2750000.0,Casa,,João Pessoa,PB,58010-000,4.0,,,356.29,"*CASA DE PRIMEIRO ANDAR NO CONDOMÍNIO ALPHAVILLE PARAÍBA* Área construída de 356,29 m² em um terreno de 425,47 m², com 04 suítes (todas com closet). Conta com suíte no térreo, garagem para 4 carros (2 cobertos), sala para 2 ambientes com pé direito duplo, copa, cozinha com despensa, área de serviço com DPE, lavabo, área gourmet,  piscina com prainha, depósito e banheiro para área externa. No pavimento superior, dispõe de 3 suítes, sendo que 2 possuem varanda (uma sendo suíte master), além de um roupeiro adaptável para escritório. Sistema de aquecimento com boiler. Localizada em condomínio consolidado com ampla área de lazer e segurança 24h. Todo o material de construção e acabamento é de altíssima qualidade, resultando em um produto final que combina elegância com durabilidade e sofisticação. Valor 2.750.000,00 _Condomínio com área de lazer completa, contendo",https://img.olx.com.br/images/49/490614868717461.jpg | https://img.olx.com.br/images/52/524624149438754.jpg | https://img.olx.com.br/images/54/544658740514804.jpg | https://img.olx.com.br/images/57/575602028303514.jpg | https://img.olx.com.br/images/59/597669506381148.jpg | https://img.olx.com.br/images/62/625668264225323.jpg | https://img.olx.com.br/images/65/653638628080664.jpg | https://img.olx.com.br/images/68/682620629309540.jpg | https://img.olx.com.br/images/70/702682262665708.jpg | https://img.olx.com.br/images/72/725687145269551.jpg | https://img.olx.com.br/images/75/751694147166340.jpg | https://img.olx.com.br/images/77/777633383691120.jpg | https://img.olx.com.br/images/79/795673142393137.jpg | https://img.olx.com.br/images/82/828606746741864.jpg | https://img.olx.com.br/images/85/853689266694134.jpg | https://img.olx.com.br/images/87/872628503141821.jpg | https://img.olx.com.br/images/89/897664629899404.jpg | https://img.olx.com.br/images/91/919687506136903.jpg | https://img.olx.com.br/images/93/939634267248462.jpg | https://img.olx.com.br/images/96/963620266979976.jpg
"Apartamento com 2 dormitórios para alugar, 62 m² por R$ 3.500,00/mês - Manaíra - João Pess",https://pb.olx.com.br/paraiba/imoveis/apartamento-com-2-dormitorios-para-alugar-62-m-por-r-3-500-00-mes-manaira-joao-pess-1484721477,3500.0,Apartamento,"João Pessoa, Manaíra11 de mar, 01:36",,,,2.0,,,62.0,,
"Loja para alugar, 72 m² por R$ 6.530,00/mês - Altiplano Cabo Branco - João Pessoa/PB",https://pb.olx.com.br/paraiba/comercio-e-industria/loja-para-alugar-72-m-por-r-6-530-00-mes-altiplano-cabo-branco-joao-pessoa-pb-1484720983,6530.0,Loja,,João Pessoa,PB,58046-490,,,,72.0,"Código do anúncio: LO0058 Sala comercial com 72,53m² localizada no ponto mais desejado do Altiplano, o Horizon, da Alliance, vizinha ao Centro Tenístico Paraibano  uma das regiões mais valorizadas e sofisticadas da cidade. Inserida em um prédio de arquitetura imponente, o empreendimento se destaca pelo design contemporâneo e pela atmosfera exclusiva que se revela em cada detalhe. Ideal para empresas e profissionais que buscam posicionamento, prestígio e funcionalidade em um só endereço. Valor do aluguel: R$ 90,00/m² Condomínio à parte -",https://img.olx.com.br/images/50/507669625852636.jpg | https://img.olx.com.br/images/46/460668145832713.jpg | https://img.olx.com.br/images/48/481691144435941.jpg | https://img.olx.com.br/images/45/453685620392360.jpg | https://img.olx.com.br/images/51/519642146322861.jpg | https://img.olx.com.br/images/50/508698625640468.jpg
"Casa com 5 dormitórios para alugar, 270 m² - Portal do Sol - João Pessoa/PB",https://pb.olx.com.br/paraiba/imoveis/casa-com-5-dormitorios-para-alugar-270-m-portal-do-sol-joao-pessoa-pb-1484720604,7500.0,Casa,"João Pessoa, Portal do Sol11 de mar, 01:23",,,,5.0,,,270.0,,
"Apartamento com 2 dormitórios para alugar, 72 m² por R$ 3.600/mês - Jardim Oceania - João",https://pb.olx.com.br/paraiba/imoveis/apartamento-com-2-dormitorios-para-alugar-72-m-por-r-3-600-mes-jardim-oceania-joao-1484720623,3600.0,Apartamento,"João Pessoa, Jardim Oceania11 de mar, 01:23",,,,2.0,,,72.0,,
"Apartamento com 1 dormitório à venda, 18 m² por R$ 460.000,00 - Cabo Branco - João Pessoa/",https://pb.olx.com.br/paraiba/imoveis/apartamento-com-1-dormitorio-a-venda-18-m-por-r-460-000-00-cabo-branco-joao-pessoa-1484720191,460000.0,Apartamento,,João Pessoa,PB,58045-270,1.0,,,18.0,"Código do anúncio: AP0351 OPORTUNIDADE DE INVESTIMENTO | FLAT PORTEIRA FECHADA  CABO BRANCO Se você procura rentabilidade, localização estratégica e liquidez, esta é uma oportunidade imperdível no Cabo Branco, um dos bairros mais turísticos e valorizados de João Pessoa. Localização privilegiada: Praia do Cabo Branco Atravessando a avenida, já está na praia Ao lado do estacionamento do Bar do Cuscuz Região com altíssima demanda para locações de temporada Detalhes do flat: 18 m² de área privativa 6º andar Posição nascente sul Vista lateral para o mar 100% escriturado Empreendimento novo Potencial de rentabilidade (informações do proprietário): Ocupação atual: 100% Infraestrutura do empreendimento: Piscina na cobertura Banheira de hidromassagem Academia Mini mercado Restaurante Área de lazer com vista privilegiada Valor de venda: R$ 460.000 Porteira fechada  imóvel já operando e gerando renda Condições oferecidas pelo proprietário: 90 dias de consultoria gratuita para aprender a rentabilizar com aluguel por temporada ou Administração completa do imóvel com taxa de 25% -",https://img.olx.com.br/images/90/904664741065172.jpg | https://img.olx.com.br/images/68/689629742392659.jpg | https://img.olx.com.br/images/55/552605261840398.jpg | https://img.olx.com.br/images/88/887629384329492.jpg | https://img.olx.com.br/images/68/683626507396180.jpg | https://img.olx.com.br/images/92/922624385870647.jpg | https://img.olx.com.br/images/78/784652620062317.jpg | https://img.olx.com.br/images/82/826633624365860.jpg | https://img.olx.com.br/images/88/880603264870640.jpg | https://img.olx.com.br/images/22/225670621816103.jpg | https://img.olx.com.br/images/75/757621264264622.jpg | https://img.olx.com.br/images/77/771641386680090.jpg | https://img.olx.com.br/images/93/936660747594854.jpg | https://img.olx.com.br/images/66/669611863550625.jpg | https://img.olx.com.br/images/80/808633268499150.jpg
